Test 18: startState (100.0, 0.0, 0.0, 20.0, 13.0, 73.0, 16.0, 0.0, 15.0, 161.0, 22.0, 0.0, 3.0, 103.0, 25.0, 0.0, 45.0, 144.0, 21.0, 1.0, 27.0, 87.0, 13.0, 3.0, 159.0, 126.0, -20.0, -2.0, 160.0, 125.0, -11.0, -4.0, 186.0, 87.0, -24.0, -5.0, 194.0, 51.0, -16.0, -5.0, 165.0, 183.0, -15.0, -3.0)
Test 19: startState (100.0, 0.0, 0.0, 20.0, 41.0, 61.0, 24.0, 5.0, 29.0, 142.0, 21.0, 0.0, 22.0, 110.0, 23.0, 2.0, 7.0, 171.0, 11.0, 5.0, 34.0, 144.0, 21.0, 4.0, 184.0, 42.0, -24.0, -2.0, 157.0, 124.0, -19.0, -2.0, 197.0, 154.0, -22.0, -2.0, 167.0, 26.0, -24.0, -5.0, 169.0, 45.0, -12.0, -4.0)
Test 20: startState (100.0, 0.0, 0.0, 20.0, 45.0, 45.0, 19.0, 0.0, 47.0, 133.0, 25.0, 0.0, 38.0, 39.0, 15.0, 0.0, 25.0, 45.0, 17.0, 1.0, 23.0, 118.0, 18.0, 0.0, 176.0, 115.0, -22.0, -5.0, 192.0, 107.0, -15.0, -5.0, 169.0, 173.0, -15.0, -3.0, 155.0, 26.0, -23.0, -3.0, 186.0, 43.0, -14.0, -5.0)
Test 21: startState (100.0, 0.0, 0.0, 20.0, 14.0, 31.0, 17.0, 3.0, 32.0, 85.0, 25.0, 1.0, 19.0, 167.0, 11.0, 0.0, 12.0, 155.0, 17.0, 3.0, 13.0, 178.0, 11.0, 1.0, 195.0, 150.0, -11.0, -5.0, 187.0, 133.0, -22.0, -0.0, 181.0, 144.0, -16.0, -3.0, 159.0, 169.0, -24.0, -4.0, 174.0, 90.0, -23.0, -2.0)
Test 22: startState (100.0, 0.0, 0.0, 20.0, 9.0, 39.0, 12.0, 4.0, 29.0, 91.0, 14.0, 2.0, 29.0, 163.0, 22.0, 5.0, 1.0, 128.0, 10.0, 0.0, 40.0, 112.0, 20.0, 2.0, 190.0, 125.0, -12.0, -5.0, 165.0, 43.0, -20.0, -0.0, 171.0, 30.0, -15.0, -1.0, 183.0, 83.0, -17.0, -5.0, 174.0, 177.0, -24.0, -3.0)
Test 23: startState (100.0, 0.0, 0.0, 20.0, 50.0, 159.0, 20.0, 4.0, 11.0, 147.0, 21.0, 0.0, 24.0, 86.0, 12.0, 2.0, 5.0, 41.0, 19.0, 3.0, 4.0, 91.0, 23.0, 2.0, 174.0, 81.0, -21.0, -1.0, 168.0, 44.0, -24.0, -5.0, 174.0, 150.0, -11.0, -0.0, 196.0, 71.0, -19.0, -2.0, 154.0, 40.0, -17.0, -4.0)
Test 24: startState (100.0, 0.0, 0.0, 20.0, 11.0, 70.0, 14.0, 1.0, 0.0, 112.0, 13.0, 2.0, 20.0, 60.0, 11.0, 0.0, 6.0, 94.0, 23.0, 4.0, 42.0, 71.0, 25.0, 5.0, 179.0, 122.0, -16.0, -5.0, 173.0, 172.0, -25.0, -2.0, 184.0, 115.0, -22.0, -0.0, 185.0, 72.0, -12.0, -4.0, 177.0, 138.0, -25.0, -3.0)
Test 25: startState (100.0, 0.0, 0.0, 20.0, 21.0, 133.0, 18.0, 0.0, 44.0, 134.0, 14.0, 2.0, 12.0, 152.0, 15.0, 3.0, 40.0, 58.0, 14.0, 0.0, 0.0, 114.0, 19.0, 2.0, 193.0, 174.0, -23.0, -2.0, 189.0, 144.0, -13.0, -1.0, 150.0, 150.0, -18.0, -0.0, 187.0, 98.0, -12.0, -2.0, 163.0, 37.0, -21.0, -5.0)
Test 26: startState (100.0, 0.0, 0.0, 20.0, 3.0, 32.0, 13.0, 3.0, 19.0, 29.0, 19.0, 5.0, 33.0, 41.0, 17.0, 4.0, 30.0, 75.0, 22.0, 3.0, 32.0, 35.0, 11.0, 2.0, 196.0, 151.0, -10.0, -0.0, 175.0, 139.0, -24.0, -0.0, 180.0, 128.0, -23.0, -2.0, 150.0, 133.0, -21.0, -5.0, 184.0, 130.0, -21.0, -1.0)
Test 27: startState (100.0, 0.0, 0.0, 20.0, 30.0, 81.0, 23.0, 3.0, 40.0, 54.0, 24.0, 0.0, 19.0, 116.0, 18.0, 4.0, 14.0, 160.0, 15.0, 5.0, 11.0, 81.0, 11.0, 5.0, 186.0, 121.0, -18.0, -2.0, 198.0, 106.0, -18.0, -3.0, 200.0, 155.0, -18.0, -5.0, 190.0, 39.0, -21.0, -3.0, 191.0, 139.0, -13.0, -2.0)
Test 28: startState (100.0, 0.0, 0.0, 20.0, 0.0, 159.0, 24.0, 1.0, 32.0, 56.0, 10.0, 4.0, 49.0, 127.0, 21.0, 5.0, 17.0, 124.0, 20.0, 2.0, 1.0, 32.0, 12.0, 2.0, 179.0, 84.0, -25.0, -1.0, 156.0, 165.0, -11.0, -3.0, 161.0, 48.0, -23.0, -0.0, 156.0, 104.0, -15.0, -0.0, 153.0, 139.0, -15.0, -1.0)
Test 29: startState (100.0, 0.0, 0.0, 20.0, 24.0, 174.0, 21.0, 3.0, 35.0, 27.0, 17.0, 3.0, 40.0, 178.0, 11.0, 2.0, 25.0, 170.0, 23.0, 4.0, 43.0, 178.0, 16.0, 2.0, 199.0, 72.0, -12.0, -2.0, 151.0, 188.0, -22.0, -1.0, 174.0, 166.0, -11.0, -0.0, 164.0, 80.0, -20.0, -1.0, 179.0, 177.0, -11.0, -4.0)
Test 30: startState (100.0, 0.0, 0.0, 20.0, 22.0, 141.0, 15.0, 1.0, 33.0, 88.0, 17.0, 2.0, 23.0, 108.0, 16.0, 3.0, 0.0, 164.0, 17.0, 1.0, 21.0, 171.0, 19.0, 4.0, 187.0, 76.0, -16.0, -5.0, 200.0, 142.0, -22.0, -0.0, 182.0, 110.0, -24.0, -1.0, 194.0, 131.0, -25.0, -4.0, 192.0, 81.0, -11.0, -3.0)
Test 31: startState (100.0, 0.0, 0.0, 20.0, 42.0, 190.0, 22.0, 5.0, 15.0, 186.0, 14.0, 5.0, 11.0, 129.0, 18.0, 4.0, 4.0, 105.0, 18.0, 2.0, 17.0, 133.0, 12.0, 5.0, 170.0, 166.0, -12.0, -0.0, 171.0, 138.0, -23.0, -0.0, 164.0, 88.0, -24.0, -0.0, 161.0, 172.0, -24.0, -4.0, 183.0, 134.0, -15.0, -0.0)
Test 32: startState (100.0, 0.0, 0.0, 20.0, 10.0, 106.0, 12.0, 2.0, 42.0, 105.0, 11.0, 1.0, 20.0, 45.0, 24.0, 0.0, 4.0, 39.0, 19.0, 1.0, 6.0, 164.0, 11.0, 0.0, 183.0, 28.0, -20.0, -4.0, 178.0, 92.0, -10.0, -4.0, 160.0, 53.0, -16.0, -0.0, 176.0, 37.0, -23.0, -4.0, 170.0, 36.0, -13.0, -3.0)
Test 33: startState (100.0, 0.0, 0.0, 20.0, 44.0, 76.0, 18.0, 1.0, 47.0, 30.0, 18.0, 2.0, 12.0, 32.0, 18.0, 1.0, 5.0, 132.0, 18.0, 1.0, 35.0, 82.0, 14.0, 3.0, 161.0, 97.0, -10.0, -1.0, 200.0, 144.0, -10.0, -1.0, 164.0, 101.0, -14.0, -1.0, 183.0, 169.0, -13.0, -1.0, 155.0, 64.0, -18.0, -5.0)
Test 34: startState (100.0, 0.0, 0.0, 20.0, 21.0, 180.0, 13.0, 4.0, 41.0, 119.0, 15.0, 4.0, 4.0, 86.0, 12.0, 0.0, 47.0, 127.0, 23.0, 1.0, 38.0, 163.0, 10.0, 3.0, 151.0, 106.0, -12.0, -1.0, 191.0, 61.0, -13.0, -0.0, 188.0, 113.0, -24.0, -3.0, 182.0, 101.0, -14.0, -2.0, 196.0, 41.0, -22.0, -5.0)
Test 35: startState (100.0, 0.0, 0.0, 20.0, 32.0, 126.0, 12.0, 0.0, 14.0, 106.0, 25.0, 4.0, 39.0, 69.0, 23.0, 1.0, 24.0, 40.0, 22.0, 5.0, 30.0, 182.0, 10.0, 2.0, 191.0, 37.0, -24.0, -4.0, 198.0, 132.0, -24.0, -1.0, 199.0, 32.0, -24.0, -4.0, 157.0, 94.0, -19.0, -2.0, 170.0, 28.0, -13.0, -4.0)
Test 36: startState (100.0, 0.0, 0.0, 20.0, 28.0, 92.0, 17.0, 0.0, 31.0, 159.0, 13.0, 4.0, 49.0, 35.0, 13.0, 2.0, 9.0, 73.0, 19.0, 3.0, 8.0, 101.0, 20.0, 4.0, 153.0, 95.0, -23.0, -5.0, 190.0, 184.0, -17.0, -2.0, 187.0, 44.0, -19.0, -0.0, 186.0, 133.0, -25.0, -0.0, 194.0, 66.0, -18.0, -1.0)
Test 37: startState (100.0, 0.0, 0.0, 20.0, 3.0, 176.0, 25.0, 5.0, 38.0, 142.0, 20.0, 3.0, 23.0, 173.0, 21.0, 2.0, 46.0, 67.0, 23.0, 5.0, 21.0, 161.0, 24.0, 1.0, 176.0, 146.0, -23.0, -1.0, 152.0, 87.0, -13.0, -2.0, 151.0, 130.0, -16.0, -4.0, 174.0, 140.0, -24.0, -1.0, 150.0, 76.0, -17.0, -1.0)
Test 38: startState (100.0, 0.0, 0.0, 20.0, 27.0, 63.0, 18.0, 1.0, 21.0, 172.0, 25.0, 1.0, 20.0, 148.0, 13.0, 5.0, 22.0, 72.0, 25.0, 1.0, 14.0, 164.0, 15.0, 5.0, 177.0, 151.0, -14.0, -4.0, 156.0, 162.0, -13.0, -5.0, 178.0, 138.0, -19.0, -3.0, 154.0, 88.0, -19.0, -3.0, 192.0, 51.0, -10.0, -5.0)
Test 39: startState (100.0, 0.0, 0.0, 20.0, 36.0, 155.0, 19.0, 0.0, 46.0, 174.0, 15.0, 2.0, 10.0, 88.0, 14.0, 4.0, 4.0, 92.0, 19.0, 0.0, 47.0, 120.0, 23.0, 5.0, 165.0, 98.0, -18.0, -2.0, 164.0, 150.0, -14.0, -2.0, 173.0, 159.0, -14.0, -0.0, 161.0, 27.0, -10.0, -0.0, 179.0, 41.0, -23.0, -3.0)
Test 40: startState (100.0, 0.0, 0.0, 20.0, 18.0, 34.0, 10.0, 3.0, 48.0, 117.0, 13.0, 1.0, 48.0, 148.0, 19.0, 2.0, 7.0, 74.0, 12.0, 5.0, 39.0, 119.0, 15.0, 5.0, 195.0, 90.0, -21.0, -5.0, 174.0, 44.0, -25.0, -4.0, 183.0, 105.0, -11.0, -5.0, 187.0, 61.0, -20.0, -3.0, 192.0, 45.0, -12.0, -2.0)
Test 41: startState (100.0, 0.0, 0.0, 20.0, 19.0, 93.0, 25.0, 5.0, 48.0, 143.0, 12.0, 1.0, 35.0, 85.0, 20.0, 1.0, 40.0, 105.0, 23.0, 0.0, 28.0, 113.0, 17.0, 5.0, 163.0, 169.0, -21.0, -4.0, 198.0, 105.0, -15.0, -5.0, 160.0, 31.0, -21.0, -5.0, 193.0, 61.0, -25.0, -4.0, 191.0, 162.0, -16.0, -5.0)
Test 42: startState (100.0, 0.0, 0.0, 20.0, 43.0, 111.0, 14.0, 3.0, 4.0, 122.0, 12.0, 2.0, 9.0, 133.0, 14.0, 3.0, 4.0, 40.0, 25.0, 0.0, 16.0, 29.0, 22.0, 5.0, 180.0, 121.0, -23.0, -3.0, 177.0, 45.0, -10.0, -4.0, 164.0, 45.0, -12.0, -0.0, 192.0, 173.0, -18.0, -5.0, 160.0, 114.0, -17.0, -5.0)
Test 43: startState (100.0, 0.0, 0.0, 20.0, 11.0, 76.0, 19.0, 2.0, 35.0, 179.0, 20.0, 4.0, 3.0, 152.0, 12.0, 1.0, 16.0, 76.0, 14.0, 1.0, 34.0, 127.0, 15.0, 0.0, 194.0, 134.0, -12.0, -0.0, 182.0, 149.0, -10.0, -4.0, 176.0, 161.0, -20.0, -4.0, 175.0, 123.0, -19.0, -5.0, 179.0, 108.0, -21.0, -5.0)
Test 44: startState (100.0, 0.0, 0.0, 20.0, 4.0, 126.0, 14.0, 0.0, 39.0, 115.0, 12.0, 5.0, 42.0, 145.0, 10.0, 2.0, 28.0, 48.0, 17.0, 2.0, 12.0, 39.0, 13.0, 3.0, 173.0, 98.0, -11.0, -0.0, 185.0, 108.0, -20.0, -0.0, 164.0, 101.0, -22.0, -4.0, 195.0, 67.0, -13.0, -2.0, 153.0, 180.0, -20.0, -5.0)
Test 45: startState (100.0, 0.0, 0.0, 20.0, 44.0, 38.0, 20.0, 2.0, 8.0, 60.0, 13.0, 4.0, 11.0, 82.0, 15.0, 1.0, 48.0, 68.0, 22.0, 3.0, 5.0, 173.0, 17.0, 2.0, 194.0, 66.0, -20.0, -1.0, 198.0, 87.0, -10.0, -0.0, 169.0, 99.0, -20.0, -5.0, 164.0, 127.0, -14.0, -3.0, 188.0, 73.0, -24.0, -5.0)
Test 46: startState (100.0, 0.0, 0.0, 20.0, 7.0, 53.0, 11.0, 2.0, 21.0, 86.0, 13.0, 1.0, 36.0, 131.0, 19.0, 2.0, 19.0, 88.0, 23.0, 3.0, 12.0, 94.0, 25.0, 5.0, 151.0, 131.0, -21.0, -4.0, 194.0, 166.0, -19.0, -2.0, 160.0, 103.0, -22.0, -3.0, 184.0, 182.0, -18.0, -1.0, 168.0, 154.0, -21.0, -4.0)
Test 47: startState (100.0, 0.0, 0.0, 20.0, 27.0, 114.0, 20.0, 1.0, 27.0, 123.0, 25.0, 4.0, 18.0, 171.0, 10.0, 3.0, 25.0, 49.0, 22.0, 4.0, 2.0, 84.0, 12.0, 1.0, 163.0, 125.0, -12.0, -0.0, 200.0, 165.0, -23.0, -5.0, 165.0, 171.0, -12.0, -4.0, 177.0, 34.0, -18.0, -2.0, 194.0, 135.0, -20.0, -0.0)
Test 48: startState (100.0, 0.0, 0.0, 20.0, 40.0, 85.0, 21.0, 0.0, 38.0, 173.0, 11.0, 3.0, 4.0, 52.0, 18.0, 3.0, 5.0, 177.0, 10.0, 2.0, 10.0, 121.0, 23.0, 5.0, 172.0, 130.0, -10.0, -4.0, 167.0, 186.0, -17.0, -2.0, 184.0, 25.0, -12.0, -3.0, 158.0, 89.0, -10.0, -3.0, 172.0, 151.0, -10.0, -4.0)
Test 49: startState (100.0, 0.0, 0.0, 20.0, 42.0, 114.0, 24.0, 3.0, 33.0, 39.0, 11.0, 1.0, 38.0, 178.0, 24.0, 0.0, 27.0, 190.0, 17.0, 3.0, 33.0, 34.0, 19.0, 1.0, 173.0, 158.0, -13.0, -5.0, 162.0, 138.0, -20.0, -3.0, 162.0, 136.0, -20.0, -3.0, 199.0, 73.0, -17.0, -0.0, 169.0, 150.0, -16.0, -0.0)
Test 50: startState (100.0, 0.0, 0.0, 20.0, 12.0, 48.0, 11.0, 0.0, 48.0, 147.0, 10.0, 2.0, 16.0, 100.0, 25.0, 4.0, 10.0, 144.0, 18.0, 1.0, 25.0, 127.0, 23.0, 5.0, 172.0, 34.0, -23.0, -3.0, 188.0, 161.0, -17.0, -2.0, 175.0, 132.0, -24.0, -4.0, 183.0, 169.0, -18.0, -1.0, 157.0, 82.0, -12.0, -2.0)
Test 51: startState (100.0, 0.0, 0.0, 20.0, 38.0, 125.0, 12.0, 2.0, 28.0, 134.0, 10.0, 3.0, 48.0, 69.0, 25.0, 0.0, 28.0, 113.0, 15.0, 5.0, 35.0, 91.0, 14.0, 3.0, 198.0, 175.0, -20.0, -4.0, 159.0, 159.0, -17.0, -2.0, 191.0, 96.0, -19.0, -2.0, 175.0, 68.0, -14.0, -1.0, 172.0, 120.0, -11.0, -1.0)
Test 52: startState (100.0, 0.0, 0.0, 20.0, 31.0, 78.0, 13.0, 1.0, 50.0, 140.0, 18.0, 4.0, 45.0, 119.0, 14.0, 1.0, 11.0, 185.0, 11.0, 5.0, 26.0, 95.0, 22.0, 2.0, 163.0, 172.0, -12.0, -5.0, 159.0, 175.0, -19.0, -1.0, 197.0, 147.0, -17.0, -2.0, 183.0, 89.0, -18.0, -3.0, 196.0, 165.0, -20.0, -2.0)
Test 53: startState (100.0, 0.0, 0.0, 20.0, 26.0, 142.0, 10.0, 1.0, 3.0, 140.0, 12.0, 5.0, 8.0, 165.0, 12.0, 4.0, 20.0, 81.0, 15.0, 2.0, 43.0, 31.0, 20.0, 3.0, 194.0, 28.0, -20.0, -5.0, 170.0, 25.0, -15.0, -2.0, 150.0, 86.0, -24.0, -0.0, 160.0, 45.0, -19.0, -3.0, 176.0, 48.0, -19.0, -5.0)
Test 54: startState (100.0, 0.0, 0.0, 20.0, 10.0, 26.0, 14.0, 0.0, 18.0, 63.0, 19.0, 0.0, 22.0, 48.0, 22.0, 4.0, 4.0, 97.0, 12.0, 1.0, 27.0, 167.0, 12.0, 2.0, 192.0, 81.0, -14.0, -1.0, 158.0, 111.0, -23.0, -2.0, 181.0, 152.0, -15.0, -1.0, 181.0, 147.0, -17.0, -0.0, 165.0, 187.0, -12.0, -4.0)
Test 55: startState (100.0, 0.0, 0.0, 20.0, 21.0, 120.0, 20.0, 5.0, 18.0, 63.0, 24.0, 3.0, 39.0, 150.0, 20.0, 5.0, 1.0, 107.0, 12.0, 4.0, 39.0, 106.0, 20.0, 2.0, 162.0, 151.0, -24.0, -2.0, 186.0, 92.0, -11.0, -4.0, 160.0, 142.0, -18.0, -5.0, 168.0, 54.0, -20.0, -1.0, 166.0, 115.0, -14.0, -1.0)
Test 56: startState (100.0, 0.0, 0.0, 20.0, 9.0, 74.0, 24.0, 0.0, 21.0, 60.0, 18.0, 4.0, 27.0, 123.0, 15.0, 0.0, 16.0, 101.0, 10.0, 2.0, 34.0, 97.0, 10.0, 3.0, 180.0, 104.0, -16.0, -0.0, 151.0, 44.0, -19.0, -1.0, 162.0, 143.0, -13.0, -2.0, 198.0, 46.0, -17.0, -5.0, 181.0, 105.0, -17.0, -5.0)
Test 57: startState (100.0, 0.0, 0.0, 20.0, 29.0, 59.0, 16.0, 2.0, 16.0, 70.0, 20.0, 4.0, 25.0, 162.0, 14.0, 2.0, 0.0, 60.0, 24.0, 3.0, 17.0, 150.0, 22.0, 5.0, 172.0, 54.0, -13.0, -0.0, 156.0, 53.0, -21.0, -1.0, 164.0, 107.0, -25.0, -0.0, 153.0, 112.0, -13.0, -0.0, 152.0, 145.0, -12.0, -5.0)
Test 58: startState (100.0, 0.0, 0.0, 20.0, 34.0, 99.0, 16.0, 3.0, 49.0, 171.0, 22.0, 2.0, 21.0, 111.0, 15.0, 0.0, 24.0, 155.0, 17.0, 1.0, 18.0, 61.0, 16.0, 1.0, 186.0, 30.0, -21.0, -1.0, 168.0, 67.0, -16.0, -0.0, 200.0, 117.0, -10.0, -3.0, 158.0, 165.0, -20.0, -3.0, 164.0, 147.0, -13.0, -1.0)
Test 59: startState (100.0, 0.0, 0.0, 20.0, 49.0, 183.0, 12.0, 5.0, 50.0, 60.0, 17.0, 3.0, 2.0, 124.0, 11.0, 2.0, 36.0, 58.0, 18.0, 5.0, 9.0, 128.0, 17.0, 4.0, 177.0, 142.0, -16.0, -2.0, 191.0, 80.0, -19.0, -3.0, 191.0, 115.0, -13.0, -4.0, 161.0, 186.0, -12.0, -4.0, 166.0, 107.0, -18.0, -0.0)
Test 60: startState (100.0, 0.0, 0.0, 20.0, 39.0, 164.0, 10.0, 0.0, 40.0, 149.0, 24.0, 2.0, 43.0, 30.0, 14.0, 2.0, 18.0, 40.0, 23.0, 2.0, 19.0, 151.0, 21.0, 2.0, 177.0, 188.0, -11.0, -2.0, 196.0, 129.0, -16.0, -4.0, 184.0, 125.0, -23.0, -0.0, 160.0, 153.0, -25.0, -3.0, 166.0, 30.0, -11.0, -0.0)
Test 61: startState (100.0, 0.0, 0.0, 20.0, 32.0, 142.0, 19.0, 2.0, 29.0, 45.0, 24.0, 1.0, 44.0, 99.0, 22.0, 3.0, 45.0, 64.0, 10.0, 1.0, 30.0, 87.0, 21.0, 3.0, 151.0, 129.0, -25.0, -0.0, 191.0, 115.0, -23.0, -1.0, 160.0, 86.0, -25.0, -4.0, 173.0, 49.0, -18.0, -1.0, 152.0, 190.0, -11.0, -1.0)
